technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,cumulative_distance,sv_comp_overall_score
Tarantula,589.0094189343629,2.1432098765432097,80,59.25925925925925,114,84.44444444444444,123,91.11111111111111,132,97.77777777777777,0.042215430678112266,0.037501269388558946,,
Ochiai,589.0094189343629,2.0432098765432096,82,60.74074074074074,117,86.66666666666667,125,92.5925925925926,132,97.77777777777777,0.04124790565790988,0.0365265240323849,,
DStar,589.0094189343629,2.0469135802469136,82,60.74074074074074,117,86.66666666666667,125,92.5925925925926,132,97.77777777777777,0.04126264935606302,0.03654137775813619,,
Metallaxis,15774.390040752623,6.101234567901235,77,57.03703703703704,111,82.22222222222221,118,87.4074074074074,124,91.85185185185185,0.07248257070689533,0.03660543125938902,,
Muse,15774.390040752623,6.703703703703703,63,46.666666666666664,104,77.03703703703704,115,85.18518518518519,118,87.4074074074074,0.07991533022926521,0.04463281154354846,,
PS,9751.161942639174,67.29716049382715,17,12.592592592592592,23,17.037037037037038,28,20.74074074074074,38,28.14814814814815,0.41634670834970977,0.023441892101774497,,
ST,1.603535818170618,61.16074074074075,39,28.888888888888886,44,32.592592592592595,48,35.55555555555556,56,41.48148148148148,0.33632876193476285,0.02838005830515854,,
SBFL,589.0094189343629,2.0777777777777775,81.33333333333333,60.24691358024691,116.0,85.92592592592592,124.33333333333333,92.09876543209877,132.0,97.77777777777777,0.041575328564028395,0.036856390393026676,,
MBFL,15774.390040752623,6.40246913580247,70.0,51.85185185185185,107.5,79.62962962962962,116.5,86.2962962962963,121.0,89.62962962962962,0.07619895046808027,0.04061912140146874,,
