technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,output_length,cumulative_distance,sv_comp_overall_score
Tarantula,41.834107228687834,322.247619047619,2,28.57142857142857,3,42.857142857142854,4,57.14285714285714,5,71.42857142857143,0.16531372793987337,0.0027775494337343672,380.57142857142856,,
Ochiai,41.834107228687834,322.247619047619,2,28.57142857142857,3,42.857142857142854,4,57.14285714285714,5,71.42857142857143,0.16531372793987337,0.0027775494337343672,380.57142857142856,,
DStar,41.834107228687834,322.247619047619,2,28.57142857142857,3,42.857142857142854,4,57.14285714285714,5,71.42857142857143,0.16531372793987337,0.0027775494337343672,380.57142857142856,,
Metallaxis,7153.891149725233,655.6190476190476,0,0.0,1,14.285714285714285,1,14.285714285714285,1,14.285714285714285,0.36736496098913995,0.006160965359537715,47.285714285714285,,
Muse,7153.891149725233,662.0,0,0.0,0,0.0,0,0.0,1,14.285714285714285,0.37214419260391424,0.022888276011248106,47.285714285714285,,
PS,191.52308593477522,674.6380952380953,0,0.0,0,0.0,0,0.0,0,0.0,0.3875485213562473,,0.0,,
ST,1.3300951208387102,408.8285714285715,0,0.0,2,28.57142857142857,2,28.57142857142857,2,28.57142857142857,0.2402880222493346,0.018006831260071427,78.85714285714286,,
SBFL,41.834107228687834,322.247619047619,2.0,28.57142857142857,3.0,42.857142857142854,4.0,57.14285714285714,5.0,71.42857142857143,0.16531372793987337,0.0027775494337343672,380.5714285714286,,
MBFL,7153.891149725233,658.8095238095239,0.0,0.0,0.5,7.142857142857142,0.5,7.142857142857142,1.0,14.285714285714285,0.3697545767965271,0.014524620685392911,47.285714285714285,,
